filename,label
./dataset/train/cruassan.0.jpg,cruassan
./dataset/train/cruassan.100.jpg,cruassan
./dataset/train/cruassan.101.jpg,cruassan
./dataset/train/cruassan.102.jpg,cruassan
./dataset/train/cruassan.103.jpg,cruassan
./dataset/train/cruassan.104.jpg,cruassan
./dataset/train/cruassan.105.jpg,cruassan
./dataset/train/cruassan.106.jpg,cruassan
./dataset/train/cruassan.107.jpg,cruassan
./dataset/train/cruassan.108.jpg,cruassan
./dataset/train/cruassan.109.jpg,cruassan
./dataset/train/cruassan.10.jpg,cruassan
./dataset/train/cruassan.110.jpg,cruassan
./dataset/train/cruassan.111.jpg,cruassan
./dataset/train/cruassan.112.jpg,cruassan
./dataset/train/cruassan.113.jpg,cruassan
./dataset/train/cruassan.114.jpg,cruassan
./dataset/train/cruassan.115.jpg,cruassan
./dataset/train/cruassan.116.jpg,cruassan
./dataset/train/cruassan.117.jpg,cruassan
./dataset/train/cruassan.118.jpg,cruassan
./dataset/train/cruassan.119.jpg,cruassan
./dataset/train/cruassan.11.jpg,cruassan
./dataset/train/cruassan.120.jpg,cruassan
./dataset/train/cruassan.121.jpg,cruassan
./dataset/train/cruassan.122.jpg,cruassan
./dataset/train/cruassan.123.jpg,cruassan
./dataset/train/cruassan.124.jpg,cruassan
./dataset/train/cruassan.125.jpg,cruassan
./dataset/train/cruassan.126.jpg,cruassan
./dataset/train/cruassan.127.jpg,cruassan
./dataset/train/cruassan.128.jpg,cruassan
./dataset/train/cruassan.129.jpg,cruassan
./dataset/train/cruassan.12.jpg,cruassan
./dataset/train/cruassan.130.jpg,cruassan
./dataset/train/cruassan.131.jpg,cruassan
./dataset/train/cruassan.132.jpg,cruassan
./dataset/train/cruassan.133.jpg,cruassan
./dataset/train/cruassan.134.jpg,cruassan
./dataset/train/cruassan.135.jpg,cruassan
./dataset/train/cruassan.136.jpg,cruassan
./dataset/train/cruassan.137.jpg,cruassan
./dataset/train/cruassan.138.jpg,cruassan
./dataset/train/cruassan.139.jpg,cruassan
./dataset/train/cruassan.13.jpg,cruassan
./dataset/train/cruassan.140.jpg,cruassan
./dataset/train/cruassan.141.jpg,cruassan
./dataset/train/cruassan.142.jpg,cruassan
./dataset/train/cruassan.143.jpg,cruassan
./dataset/train/cruassan.144.jpg,cruassan
./dataset/train/cruassan.145.jpg,cruassan
./dataset/train/cruassan.146.jpg,cruassan
./dataset/train/cruassan.147.jpg,cruassan
./dataset/train/cruassan.148.jpg,cruassan
./dataset/train/cruassan.149.jpg,cruassan
./dataset/train/cruassan.14.jpg,cruassan
./dataset/train/cruassan.150.jpg,cruassan
./dataset/train/cruassan.151.jpg,cruassan
./dataset/train/cruassan.152.jpg,cruassan
./dataset/train/cruassan.153.jpg,cruassan
./dataset/train/cruassan.154.jpg,cruassan
./dataset/train/cruassan.155.jpg,cruassan
./dataset/train/cruassan.156.jpg,cruassan
./dataset/train/cruassan.157.jpg,cruassan
./dataset/train/cruassan.158.jpg,cruassan
./dataset/train/cruassan.159.jpg,cruassan
./dataset/train/cruassan.15.jpg,cruassan
./dataset/train/cruassan.160.jpg,cruassan
./dataset/train/cruassan.161.jpg,cruassan
./dataset/train/cruassan.162.jpg,cruassan
./dataset/train/cruassan.163.jpg,cruassan
./dataset/train/cruassan.164.jpg,cruassan
./dataset/train/cruassan.165.jpg,cruassan
./dataset/train/cruassan.166.jpg,cruassan
./dataset/train/cruassan.167.jpg,cruassan
./dataset/train/cruassan.168.jpg,cruassan
./dataset/train/cruassan.169.jpg,cruassan
./dataset/train/cruassan.16.jpg,cruassan
./dataset/train/cruassan.170.jpg,cruassan
./dataset/train/cruassan.171.jpg,cruassan
./dataset/train/cruassan.172.jpg,cruassan
./dataset/train/cruassan.173.jpg,cruassan
./dataset/train/cruassan.174.jpg,cruassan
./dataset/train/cruassan.175.jpg,cruassan
./dataset/train/cruassan.176.jpg,cruassan
./dataset/train/cruassan.177.jpg,cruassan
./dataset/train/cruassan.178.jpg,cruassan
./dataset/train/cruassan.179.jpg,cruassan
./dataset/train/cruassan.17.jpg,cruassan
./dataset/train/cruassan.180.jpg,cruassan
./dataset/train/cruassan.181.jpg,cruassan
./dataset/train/cruassan.182.jpg,cruassan
./dataset/train/cruassan.183.jpg,cruassan
./dataset/train/cruassan.184.jpg,cruassan
./dataset/train/cruassan.185.jpg,cruassan
./dataset/train/cruassan.186.jpg,cruassan
./dataset/train/cruassan.187.jpg,cruassan
./dataset/train/cruassan.188.jpg,cruassan
./dataset/train/cruassan.189.jpg,cruassan
./dataset/train/cruassan.18.jpg,cruassan
./dataset/train/cruassan.190.jpg,cruassan
./dataset/train/cruassan.191.jpg,cruassan
./dataset/train/cruassan.192.jpg,cruassan
./dataset/train/cruassan.193.jpg,cruassan
./dataset/train/cruassan.194.jpg,cruassan
./dataset/train/cruassan.195.jpg,cruassan
./dataset/train/cruassan.196.jpg,cruassan
./dataset/train/cruassan.197.jpg,cruassan
./dataset/train/cruassan.198.jpg,cruassan
./dataset/train/cruassan.199.jpg,cruassan
./dataset/train/cruassan.19.jpg,cruassan
./dataset/train/cruassan.1.jpg,cruassan
./dataset/train/cruassan.200.jpg,cruassan
./dataset/train/cruassan.201.jpg,cruassan
./dataset/train/cruassan.202.jpg,cruassan
./dataset/train/cruassan.203.jpg,cruassan
./dataset/train/cruassan.204.jpg,cruassan
./dataset/train/cruassan.205.jpg,cruassan
./dataset/train/cruassan.206.jpg,cruassan
./dataset/train/cruassan.207.jpg,cruassan
./dataset/train/cruassan.20.jpg,cruassan
./dataset/train/cruassan.21.jpg,cruassan
./dataset/train/cruassan.22.jpg,cruassan
./dataset/train/cruassan.23.jpg,cruassan
./dataset/train/cruassan.24.jpg,cruassan
./dataset/train/cruassan.25.jpg,cruassan
./dataset/train/cruassan.26.jpg,cruassan
./dataset/train/cruassan.27.jpg,cruassan
./dataset/train/cruassan.28.jpg,cruassan
./dataset/train/cruassan.29.jpg,cruassan
./dataset/train/cruassan.2.jpg,cruassan
./dataset/train/cruassan.30.jpg,cruassan
./dataset/train/cruassan.31.jpg,cruassan
./dataset/train/cruassan.32.jpg,cruassan
./dataset/train/cruassan.33.jpg,cruassan
./dataset/train/cruassan.34.jpg,cruassan
./dataset/train/cruassan.35.jpg,cruassan
./dataset/train/cruassan.36.jpg,cruassan
./dataset/train/cruassan.37.jpg,cruassan
./dataset/train/cruassan.38.jpg,cruassan
./dataset/train/cruassan.39.jpg,cruassan
./dataset/train/cruassan.3.jpg,cruassan
./dataset/train/cruassan.40.jpg,cruassan
./dataset/train/cruassan.41.jpg,cruassan
./dataset/train/cruassan.42.jpg,cruassan
./dataset/train/cruassan.43.jpg,cruassan
./dataset/train/cruassan.44.jpg,cruassan
./dataset/train/cruassan.45.jpg,cruassan
./dataset/train/cruassan.46.jpg,cruassan
./dataset/train/cruassan.47.jpg,cruassan
./dataset/train/cruassan.48.jpg,cruassan
./dataset/train/cruassan.49.jpg,cruassan
./dataset/train/cruassan.4.jpg,cruassan
./dataset/train/cruassan.50.jpg,cruassan
./dataset/train/cruassan.51.jpg,cruassan
./dataset/train/cruassan.52.jpg,cruassan
./dataset/train/cruassan.53.jpg,cruassan
./dataset/train/cruassan.54.jpg,cruassan
./dataset/train/cruassan.55.jpg,cruassan
./dataset/train/cruassan.56.jpg,cruassan
./dataset/train/cruassan.57.jpg,cruassan
./dataset/train/cruassan.58.jpg,cruassan
./dataset/train/cruassan.59.jpg,cruassan
./dataset/train/cruassan.5.jpg,cruassan
./dataset/train/cruassan.60.jpg,cruassan
./dataset/train/cruassan.61.jpg,cruassan
./dataset/train/cruassan.62.jpg,cruassan
./dataset/train/cruassan.63.jpg,cruassan
./dataset/train/cruassan.64.jpg,cruassan
./dataset/train/cruassan.65.jpg,cruassan
./dataset/train/cruassan.66.jpg,cruassan
./dataset/train/cruassan.67.jpg,cruassan
./dataset/train/cruassan.68.jpg,cruassan
./dataset/train/cruassan.69.jpg,cruassan
./dataset/train/cruassan.6.jpg,cruassan
./dataset/train/cruassan.70.jpg,cruassan
./dataset/train/cruassan.71.jpg,cruassan
./dataset/train/cruassan.72.jpg,cruassan
./dataset/train/cruassan.73.jpg,cruassan
./dataset/train/cruassan.74.jpg,cruassan
./dataset/train/cruassan.75.jpg,cruassan
./dataset/train/cruassan.76.jpg,cruassan
./dataset/train/cruassan.77.jpg,cruassan
./dataset/train/cruassan.78.jpg,cruassan
./dataset/train/cruassan.79.jpg,cruassan
./dataset/train/cruassan.7.jpg,cruassan
./dataset/train/cruassan.80.jpg,cruassan
./dataset/train/cruassan.81.jpg,cruassan
./dataset/train/cruassan.82.jpg,cruassan
./dataset/train/cruassan.83.jpg,cruassan
./dataset/train/cruassan.84.jpg,cruassan
./dataset/train/cruassan.85.jpg,cruassan
./dataset/train/cruassan.86.jpg,cruassan
./dataset/train/cruassan.87.jpg,cruassan
./dataset/train/cruassan.88.jpg,cruassan
./dataset/train/cruassan.89.jpg,cruassan
./dataset/train/cruassan.8.jpg,cruassan
./dataset/train/cruassan.90.jpg,cruassan
./dataset/train/cruassan.91.jpg,cruassan
./dataset/train/cruassan.92.jpg,cruassan
./dataset/train/cruassan.93.jpg,cruassan
./dataset/train/cruassan.94.jpg,cruassan
./dataset/train/cruassan.95.jpg,cruassan
./dataset/train/cruassan.96.jpg,cruassan
./dataset/train/cruassan.97.jpg,cruassan
./dataset/train/cruassan.98.jpg,cruassan
./dataset/train/cruassan.99.jpg,cruassan
./dataset/train/cruassan.9.jpg,cruassan
./dataset/train/polki.0.jpg,polki
./dataset/train/polki.100.jpg,polki
./dataset/train/polki.101.jpg,polki
./dataset/train/polki.102.jpg,polki
./dataset/train/polki.103.jpg,polki
./dataset/train/polki.104.jpg,polki
./dataset/train/polki.105.jpg,polki
./dataset/train/polki.106.jpg,polki
./dataset/train/polki.107.jpg,polki
./dataset/train/polki.108.jpg,polki
./dataset/train/polki.109.jpg,polki
./dataset/train/polki.10.jpg,polki
./dataset/train/polki.110.jpg,polki
./dataset/train/polki.111.jpg,polki
./dataset/train/polki.112.jpg,polki
./dataset/train/polki.113.jpg,polki
./dataset/train/polki.114.jpg,polki
./dataset/train/polki.115.jpg,polki
./dataset/train/polki.116.jpg,polki
./dataset/train/polki.117.jpg,polki
./dataset/train/polki.118.jpg,polki
./dataset/train/polki.119.jpg,polki
./dataset/train/polki.11.jpg,polki
./dataset/train/polki.120.jpg,polki
./dataset/train/polki.121.jpg,polki
./dataset/train/polki.122.jpg,polki
./dataset/train/polki.123.jpg,polki
./dataset/train/polki.124.jpg,polki
./dataset/train/polki.125.jpg,polki
./dataset/train/polki.126.jpg,polki
./dataset/train/polki.127.jpg,polki
./dataset/train/polki.128.jpg,polki
./dataset/train/polki.129.jpg,polki
./dataset/train/polki.12.jpg,polki
./dataset/train/polki.130.jpg,polki
./dataset/train/polki.131.jpg,polki
./dataset/train/polki.132.jpg,polki
./dataset/train/polki.133.jpg,polki
./dataset/train/polki.134.jpg,polki
./dataset/train/polki.135.jpg,polki
./dataset/train/polki.136.jpg,polki
./dataset/train/polki.137.jpg,polki
./dataset/train/polki.138.jpg,polki
./dataset/train/polki.139.jpg,polki
./dataset/train/polki.13.jpg,polki
./dataset/train/polki.140.jpg,polki
./dataset/train/polki.141.jpg,polki
./dataset/train/polki.142.jpg,polki
./dataset/train/polki.143.jpg,polki
./dataset/train/polki.144.jpg,polki
./dataset/train/polki.145.jpg,polki
./dataset/train/polki.146.jpg,polki
./dataset/train/polki.147.jpg,polki
./dataset/train/polki.148.jpg,polki
./dataset/train/polki.149.jpg,polki
./dataset/train/polki.14.jpg,polki
./dataset/train/polki.150.jpg,polki
./dataset/train/polki.151.jpg,polki
./dataset/train/polki.152.jpg,polki
./dataset/train/polki.153.jpg,polki
./dataset/train/polki.154.jpg,polki
./dataset/train/polki.155.jpg,polki
./dataset/train/polki.156.jpg,polki
./dataset/train/polki.157.jpg,polki
./dataset/train/polki.158.jpg,polki
./dataset/train/polki.159.jpg,polki
./dataset/train/polki.15.jpg,polki
./dataset/train/polki.160.jpg,polki
./dataset/train/polki.161.jpg,polki
./dataset/train/polki.162.jpg,polki
./dataset/train/polki.163.jpg,polki
./dataset/train/polki.164.jpg,polki
./dataset/train/polki.165.jpg,polki
./dataset/train/polki.166.jpg,polki
./dataset/train/polki.167.jpg,polki
./dataset/train/polki.168.jpg,polki
./dataset/train/polki.169.jpg,polki
./dataset/train/polki.16.jpg,polki
./dataset/train/polki.170.jpg,polki
./dataset/train/polki.171.jpg,polki
./dataset/train/polki.172.jpg,polki
./dataset/train/polki.173.jpg,polki
./dataset/train/polki.174.jpg,polki
./dataset/train/polki.175.jpg,polki
./dataset/train/polki.176.jpg,polki
./dataset/train/polki.177.jpg,polki
./dataset/train/polki.178.jpg,polki
./dataset/train/polki.179.jpg,polki
./dataset/train/polki.17.jpg,polki
./dataset/train/polki.180.jpg,polki
./dataset/train/polki.181.jpg,polki
./dataset/train/polki.182.jpg,polki
./dataset/train/polki.183.jpg,polki
./dataset/train/polki.184.jpg,polki
./dataset/train/polki.185.jpg,polki
./dataset/train/polki.186.jpg,polki
./dataset/train/polki.187.jpg,polki
